PublishedDate|Language|Alert_definition|PT|Title|Content|Id|LinkURI
2023-10-15T15:42:57Z|en|flood|all|VIDEO: Local man sets sail on his giant pumpkin - Sault Ste. Marie News - SooToday.com|Alex <b>Flood</b> about 16 hours ago. Share by Email &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:12297920019972380912|https://www.sootoday.com/pursuit/video-local-man-sets-sail-on-his-giant-pumpkin-7686469
2023-10-15T14:04:39Z|en|flood|all|OPINION: Province&#39;s policies don&#39;t align with citizens&#39; values - Newmarket Today|... <b>flooding</b>. A recent report from this government outlines just how hard hit Ontario is likely to be by climate change. <b>Flooding</b>, it notes, increases&nbsp;...|tag:google.com,2013:googlealerts/feed:851118945757149684|https://www.newmarkettoday.ca/columns/opinion/opinion-provinces-policies-dont-align-with-citizens-values-7683217
2023-10-15T13:41:08Z|en|flood|all|How to avoid buying a <b>flood</b> damaged used car - Driving.ca|<b>Flood</b> damage isn&#39;t always easy to spot, thankfully there are ways you can find evidence.|tag:google.com,2013:googlealerts/feed:12855425757700392293|https://driving.ca/vehicle-types/used-vehicles/avoid-buying-flood-damaged-used-car
2023-10-15T13:09:19Z|en|flood|all|Kelowna council asked to endorse climate crisis declaration - Castanet|&quot;<b>Flooding</b> and fires have resulted in property damage and damage to infrastructure affecting supply chains, and food security.&quot; The resolution also&nbsp;...|tag:google.com,2013:googlealerts/feed:10488187623010308564|https://www.castanet.net/news/Kelowna/451931/Kelowna-council-asked-to-endorse-climate-crisis-declaration
2023-10-15T13:04:28Z|en|flood|all|Marketplace is back! Will you be prepared when disaster strikes?: CBC&#39;s Marketplace cheat sheet|Fires, <b>floods</b>, hurricanes and earthquakes: What you need to know when disaster strikes ... From record <b>flooding</b> in Nova Scotia to wildfires across&nbsp;...|tag:google.com,2013:googlealerts/feed:16768575065484696623|https://www.cbc.ca/news/business/marketplace-cheat-sheet-oct15-1.6995417
2023-10-15T13:01:48Z|en|flood|all|More homes are being damaged by fires and <b>floods</b>. Is your home covered? (Are you sure?)|With wildfires and <b>floods</b> rampaging across the country this summer, dominating headlines and leaving a costly trail of destruction,&nbsp;...|tag:google.com,2013:googlealerts/feed:2867307536521277379|https://www.thestar.com/business/personal-finance/more-homes-are-being-damaged-by-fires-and-floods-is-your-home-covered-are-you/article_1fc94e93-98e4-59c7-a0c4-20100c1c260b.html
2023-10-15T12:14:37Z|en|flood|all|&quot;Thammanat&quot; takes the group to Songkla. Opening of Klong Nang Water Pumping Station is ...|Opening of Khlong Nang Water Pumping Station solve the <b>flood</b>-drought problem for farmers affected every year. 15 October 2023 Captain Tammanat Brompao&nbsp;...|tag:google.com,2013:googlealerts/feed:1034680692313969444|https://www.electriccitymagazine.ca/thammanat-takes-the-group-to-songkla-opening-of-klong-nang-water-pumping-station-is-a-solution-to-flood-drought-problems/
2023-10-15T10:58:26Z|en|flood|all|Manchester United handed Casemiro concern after ankle injury suffered on Brazil duty|Manchester United handed Casemiro concern after ankle injury suffered on Brazil duty. George <b>Flood</b>. Sun, October 15, 2023 at 3:23 a.m. PDT ·2 min&nbsp;...|tag:google.com,2013:googlealerts/feed:13732112643982343516|https://ca.finance.yahoo.com/news/manchester-united-handed-casemiro-concern-102302153.html
2023-10-15T10:54:12Z|en|flood|all|CIA intel about looming Hamas attacks did not reach Joe Biden — dismissed as routine|The CIA issued warnings about a potential escalation of Hamas attacks on Israel days ahead of Operation Al-Aqsa <b>Flood</b>, say reports. ADVERTISEMENT.|tag:google.com,2013:googlealerts/feed:2900787152740595559|https://ca.finance.yahoo.com/news/cia-intel-looming-hamas-attacks-100405660.html
2023-10-14T18:49:59Z|en|flood|all|Don&#39;t Miss Out: Radville&#39;s Stories in Stone Tour for a Unique Sunday Experience - DiscoverWeyburn|Weyburn Leisure Centre to enhance <b>flood</b> protection. Fatal three-vehicle collision near Kisbey. Minor Sports Schedule: October 13-19. John Hulbert&nbsp;...|tag:google.com,2013:googlealerts/feed:7615320919254280908|https://www.discoverweyburn.com/articles/dont-miss-out-radvilles-stories-in-stone-tour-for-a-unique-sunday-experience
2023-10-16T02:16:21Z|en|ice jam|all|Prince George area still at level 5 drought as weather continues to cool|“There could be potential risk for freezing of rivers completely, just the potential for <b>ice jam</b> flooding, which are really specific challenges&nbsp;...|tag:google.com,2013:googlealerts/feed:6520689623388012027|https://www.myprincegeorgenow.com/185155/featured/prince-george-area-still-at-level-5-drought-as-weather-continues-to-cool/
2023-10-17T05:28:12Z|en|flood|all|Madonna &#39;facing £300000 fine after breaching super-strict show curfew&#39; - Castanet|One of a <b>flood</b> of enraged ticket holders raged on social media: “How dare the b******s at the O2 cut Madonna short.” Curfew rules from the O2&#39;s&nbsp;...|tag:google.com,2013:googlealerts/feed:9351388033189072081|https://www.castanet.net/news/Entertainment/452351/Madonna-facing-300-000-fine-after-breaching-super-strict-show-curfew-
2023-10-17T01:33:03Z|en|flood|all|"New river channel breathes life into Inglewood Bird Sanctuary | CBC News"|<b>Flood</b> recovery nearing completion for popular Calgary park ... A bridge made up of logs crosses a small river. ... A new channel carrying river water to&nbsp;...|tag:google.com,2013:googlealerts/feed:800548779195615957|https://www.cbc.ca/news/canada/calgary/inglewood-bird-sanctuary-waterway-1.6998257
2023-10-16T23:10:43Z|en|flood|all|"Coordinator took Hampton&#39;s EMO up a level: Mayor | Spare News | pentictonherald.ca"|Copeland worked on updates to Hampton&#39;s <b>flood</b> emergency plan in 2019 after two years of heavy spring <b>flooding</b>, Brunswick News reported, and&nbsp;...|tag:google.com,2013:googlealerts/feed:13120662176052276162|https://www.pentictonherald.ca/spare_news/article_d251635e-3044-5a99-abf9-9d8b4481ea71.html
2023-10-16T22:35:22Z|en|flood|all|Summer storms in Ontario caused estimated $340 million in insured damages: IBC|... <b>floods</b> in Ontario this summer caused more than $340 million in insured ... It says that the frequency and severity of <b>flooding</b> and severe storms in&nbsp;...|tag:google.com,2013:googlealerts/feed:13209512170908649163|https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2023/10/16/summer-storms-in-ontario-caused-estimated-340-million-in-insured-damages-ibc
2023-10-16T20:26:57Z|en|flood|all|Arctic ice melt could put 1.5 million UK properties at <b>flooding</b> risk: report|“Before melting glaciers and ice sheets contribute to widespread <b>flooding</b> and irreversible weather patterns in the UK, we must throw our full toolbox&nbsp;...|tag:google.com,2013:googlealerts/feed:342967589095803869|https://www.rcinet.ca/eye-on-the-arctic/2023/10/16/arctic-ice-melt-could-put-1-5-million-uk-properties-at-flooding-risk-report/
2023-10-16T20:00:20Z|en|flood|all|Summer storms bring Cat damages past $3 billion - Canadian Underwriter|Summer storms and flash <b>floods</b> that hit parts of Ontario caused over $340 million in insured losses, according to initial CatIQ estimates. A quarter&nbsp;...|tag:google.com,2013:googlealerts/feed:7530237177108365955|https://www.canadianunderwriter.ca/catastrophes/summer-storms-bring-total-cat-damages-past-3-billion-1004239109/
2023-10-16T18:51:46Z|en|flood|all|Special Weather Statement issued for the potential of coastal <b>flooding</b> tonight and Tuesday morning|Remarks: Storm surge and minor coastal <b>flooding</b> is possible along shorelines exposed to the north, especially near high tides. Water levels will begin&nbsp;...|tag:google.com,2013:googlealerts/feed:16856044972655925829|https://ntv.ca/special-weather-statement-issued-for-the-potential-of-coastal-flooding-tonight-and-tuesday-morning/
2023-10-16T18:09:08Z|en|flood|all|Summer storms in Ontario caused estimated $340M in insured damages: IBC|The Insurance Bureau of Canada says severe storms and flash <b>floods</b> in Ontario this summer caused more than $340 million in insured losses, according&nbsp;...|tag:google.com,2013:googlealerts/feed:1974275428054333632|https://ottawa.citynews.ca/2023/10/16/summer-storms-in-ontario-caused-estimated-340-million-in-insured-damages-ibc/
2023-10-16T17:12:20Z|en|flood|all|New rules for short-term rentals - Province of British Columbia - Gov.bc.ca|<b>Flood</b> debris management &middot; Housing and tenancy. theme_9_collection theme_9_frontend. theme_9_collection theme_9_frontend. Housing and tenancy. Strata&nbsp;...|tag:google.com,2013:googlealerts/feed:13580879918789382931|https://www.gov.bc.ca/shorttermrentals
2023-10-16T17:07:25Z|en|flood|all|Summer storms in Ontario caused estimated $340 million in insured damages: IBC - Penticton Herald|TORONTO - The Insurance Bureau of Canada says severe storms and flash <b>floods</b> in Ontario this summer caused more than $340 million in insured&nbsp;...|tag:google.com,2013:googlealerts/feed:18300683959016341265|https://www.pentictonherald.ca/business_news/national_business/article_bbd1fa76-fc8c-57eb-9f67-10a508969d63.html
2023-10-16T16:59:18Z|en|flood|all|"Summer storms in Ontario caused estimated $340 million in insured damages: IBC | Y108"|The Insurance Bureau of Canada says severe storms and flash <b>floods</b> in Ontario this summer caused more than $340 million in insured losses,&nbsp;...|tag:google.com,2013:googlealerts/feed:12780132113295814013|https://y108.ca/news/10027604/summer-storms-ontario-million-insured-damages/
2023-10-16T16:50:10Z|en|flood|all|More rain to come as warnings continue for Eastern Nova Scotia|A risk of localized <b>flooding</b> and flash <b>flooding</b> in these areas. Special ... Man loses trailer home after N.S. <b>flood</b>. 12. N.S. woman goes viral for&nbsp;...|tag:google.com,2013:googlealerts/feed:7918708691762845429|https://atlantic.ctvnews.ca/more/more-rain-to-come-as-warnings-continue-for-eastern-nova-scotia-1.6603165
2023-10-16T16:34:50Z|en|flood|all|Inglewood Bird Sanctuary Reconnection project integrates habitat, water channel restoration ...|A beloved wildlife sanctuary in Calgary has received much-needed upgrades to repair <b>flood</b> damage and erosion, improve water quality and restore&nbsp;...|tag:google.com,2013:googlealerts/feed:3216708121311169470|https://newsroom.calgary.ca/inglewood-bird-sanctuary-reconnection-project-integrates-habitat-water-channel-restoration-with-functional-art/
2023-10-16T16:34:33Z|en|flood|all|More Rain to Come as Warnings Continue for Eastern Nova Scotia - iHeartRadio|A risk of localized <b>flooding</b> and flash <b>flooding</b> in these areas. Special Weather Statements extend into Kings and Queens Counties, Prince Edward&nbsp;...|tag:google.com,2013:googlealerts/feed:12985845699170217729|https://www.iheartradio.ca/bounce/fredericton/news/more-rain-to-come-as-warnings-continue-for-eastern-nova-scotia-1.20371309
2023-10-16T16:29:47Z|en|flood|all|The Wine List: 3 Okanagan Wines, 3 Unique Harvest Stages - Vancouver Magazine|Wine lovers are quick to feel empathy when they hear about their fave producers getting hit by fires or <b>flood</b>, but the freeze that happened last&nbsp;...|tag:google.com,2013:googlealerts/feed:317181479252297224|https://www.vanmag.com/drink/wine/the-wine-list-3-okanagan-wines-3-unique-harvest-stages/
2023-10-16T16:29:30Z|en|flood|all|<b>FLOOD</b>, David - Obituary - SooToday.com|David passed away on September 6, 2023, at the age of 65. Predeceased by his parents Vincent and Alma <b>Flood</b> and his brothers Morgan,&nbsp;...|tag:google.com,2013:googlealerts/feed:18245819654957761205|https://www.sootoday.com/obituaries/flood-david-7689580
2023-10-16T16:17:22Z|en|flood|all|Summer storms in Ontario caused estimated $340 million in insured ... - Yahoo Finance Canada|TORONTO — The Insurance Bureau of Canada says severe storms and flash <b>floods</b> in Ontario this summer caused more than $340 million in insured&nbsp;...|tag:google.com,2013:googlealerts/feed:11584063012320942|https://ca.finance.yahoo.com/news/summer-storms-ontario-caused-estimated-160530523.html
2023-10-16T16:12:40Z|en|flood|all|Summer storms in Ontario caused estimated $340 million in insured damages: IBC|Last Updated Oct 16, 2023 12:10:09 PM. TORONTO — The Insurance Bureau of Canada says severe storms and flash <b>floods</b> in Ontario this summer caused more&nbsp;...|tag:google.com,2013:googlealerts/feed:2144317686715455899|https://kitchener.citynews.ca/2023/10/16/summer-storms-in-ontario-caused-estimated-340-million-in-insured-damages-ibc/
2023-10-16T16:07:25Z|en|flood|all|Severe summer storms in Ontario cause over $340 million in insured damage - Tolerance.ca|&quot;While much of southern Ontario was affected, the Ottawa region was hardest hit by these summer storms, with intense flash <b>flooding</b>, torrential&nbsp;...|tag:google.com,2013:googlealerts/feed:15294564652090588446|https://www.tolerance.ca/en/newswire%3Frkey%3D20231016C0683%26filter%3D21675
2023-10-16T16:03:27Z|en|flood|all|Sault&#39;s pumpkin paddler grateful for &#39;cool adventure&#39; - Elliot Lake News|See a typo/mistake? Have a story/tip? Alex <b>Flood</b>. About the Author: Alex <b>Flood</b>. Alex is a recent graduate from&nbsp;...|tag:google.com,2013:googlealerts/feed:402203284370558330|https://www.elliotlaketoday.com/local-news/saults-pumpkin-paddler-grateful-for-cool-adventure-7688976
2023-10-17T05:34:32Z|fr|inondation|all|"<b>Inondations</b> en Thaïlande: cinq morts, de nouvelles pluies attendues | JDM - Le Journal de Montréal"|Cinq personnes ont péri dans des <b>inondations</b> dans le nord de la Thaïlande, où les autorités prévoient pour mardi de nouvelles intempéries.|tag:google.com,2013:googlealerts/feed:17272271093026319486|https://www.journaldemontreal.com/2023/10/17/inondations-en-thailande-cinq-morts-de-nouvelles-pluies-attendues
2023-10-16T16:00:20Z|fr|inondation|all|"Les résidents coincés au lac Jackson s&#39;impatientent | Radio-Canada.ca"|Les habitants de la cinquantaine de résidences qui se trouvent près du lac Jackson, à Saint-Mathieu-du-Parc, sont isolés depuis une semaine.|tag:google.com,2013:googlealerts/feed:8733565476091642940|https://ici.radio-canada.ca/nouvelle/2018262/lac-jackson-inondation-saint-mathieu
2023-10-18T05:44:50Z|en|flood|all|Europe is looking to fight the <b>flood</b> of Chinese electric vehicles. But Europeans love them|European Commission President Ursula von der Leyen says “global markets are now <b>flooded</b> with cheaper Chinese electric cars,” with prices “kept&nbsp;...|tag:google.com,2013:googlealerts/feed:16726500693062828957|https://toronto.citynews.ca/2023/10/18/europe-is-looking-to-fight-the-flood-of-chinese-electric-vehicles-but-europeans-love-them/
2023-10-18T03:53:58Z|en|flood|all|B.C.&#39;s South Coast in for a soaking as season&#39;s first atmospheric river arrives - Global News|... <b>flood</b> recovery&#39;. 2:00 Fraser Valley residents wait for <b>flood</b> recovery ... <b>flood</b> risk&#39;. 5:39 Heavy rain after summer drought raises <b>flood</b> risk. Trending&nbsp;...|tag:google.com,2013:googlealerts/feed:1373092569165475023|https://globalnews.ca/news/10032096/bc-south-coast-weather-rain-storm/
2023-10-18T03:34:40Z|en|flood|all|High winds, heavy rain forecast for B.C. coast and islands bring potential for <b>flooding</b>|Wind and rainfall warnings cover much of the British Columbia coast on Tuesday as a wave of stormy weather washes over western parts of the&nbsp;...|tag:google.com,2013:googlealerts/feed:3857518263716993010|https://ca.news.yahoo.com/high-winds-heavy-rain-forecast-180934934.html
2023-10-18T03:04:36Z|en|flood|all|Wind, rain and potential <b>flooding</b> prompt warnings in B.C. - Vernon Morning Star|... <b>flooding</b>. In advisories posted Tuesday, Environment Canada said its forecasting strong winds and heavy rainfall to parts of the B.C.&#39;s coast&nbsp;...|tag:google.com,2013:googlealerts/feed:2267414914485057839|https://www.vernonmorningstar.com/news/wind-rain-and-potential-flooding-prompt-warnings-in-bc-5934135
2023-10-18T01:57:09Z|en|flood|all|British Columbians advised to prepare for fall storms, heavy rain - Indo-Canadian Voice|Stay well away and keep young children and pets away from the banks of fast-flowing streams and <b>flooded</b> areas or bridges. * Do not drive through <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:17600429099497911769|https://voiceonline.com/british-columbians-advised-to-prepare-for-fall-storms-heavy-rain/
2023-10-18T01:31:43Z|en|flood|all|"British Columbians advised to prepare for fall storms, heavy rain | BC Gov News"|Stay well away and keep young children and pets away from the banks of fast-flowing streams and <b>flooded</b> areas or bridges. Do not drive through <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:373144738366176924|https://news.gov.bc.ca/releases/2023EMCR0067-001609
2023-10-18T01:02:34Z|en|flood|all|Sault&#39;s pumpkin paddler grateful for &#39;cool adventure&#39; - Sudbury News|Alex <b>Flood</b> &lt;1 m. Share by Email &middot; Share on Facebook &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:6459807355832495365|https://www.sudbury.com/around-the-north/saults-pumpkin-paddler-grateful-for-cool-adventure-7693995
2023-10-18T00:57:40Z|en|flood|all|People who live near Dominion Beach fear their homes could be Mother Nature&#39;s next target|... One of the properties in Dominion which is currently at risk of <b>flooding</b> and erosion. (CTV/Kyle Moore). Kyle Moore. CTV News&nbsp;...|tag:google.com,2013:googlealerts/feed:6215098316141858506|https://atlantic.ctvnews.ca/people-who-live-near-dominion-beach-fear-their-homes-could-be-mother-nature-s-next-target-1.6605562
2023-10-17T23:49:14Z|en|flood|all|Owners of destroyed Chilliwack properties still waiting for help 2 years after historic <b>flooding</b>|At least six property owners in the Chilliwack River valley are unable to return to their homes, which were effectively rendered unlivable after a&nbsp;...|tag:google.com,2013:googlealerts/feed:16419826858108302883|https://www.cbc.ca/news/canada/british-columbia/chilliwack-flooding-residents-wait-for-help-1.6999347
2023-10-17T23:37:28Z|en|flood|all|Rising Seas Will Tighten Vise on Miami Even for People Who Are Not <b>Flooded</b>|The study combines building-by-building projections of <b>flooding</b> caused by direct sea-level rise, rainfall or storm surge with fine-grained demographic&nbsp;...|tag:google.com,2013:googlealerts/feed:1313834549652051279|https://www.labmanager.com/rising-seas-will-tighten-vise-on-miami-even-for-people-who-are-not-flooded-31128
2023-10-17T23:36:13Z|en|flood|all|GUEST COLUMN: How climate change threatens development - Bradford Today|In Ontario, conservation authorities are responsible for protecting lives and properties from <b>flood</b> and erosion. In the Nottawasaga watershed&nbsp;...|tag:google.com,2013:googlealerts/feed:15233318341625943339|https://www.bradfordtoday.ca/local-news/guest-column-how-climate-change-threatens-development-7687532
2023-10-17T23:28:27Z|en|flood|all|Water world - Winnipeg Free Press|New Winnipeg submerged in theatre company&#39;s apocalyptic multimedia production ... The year is 2075. It&#39;s been 30 years since the Great World <b>Flood</b>,&nbsp;...|tag:google.com,2013:googlealerts/feed:9375966263087469096|https://www.winnipegfreepress.com/arts-and-life/2023/10/17/water-world-4
2023-10-17T22:45:15Z|en|flood|all|High winds, heavy rain forecast for B.C. coast and islands bring potential for <b>flooding</b> - CBC|High winds, heavy rain forecast for B.C. coast and islands bring potential for <b>flooding</b> &middot; Gusts up to 110 km/h expected over Haida Gwaii, Central Coast&nbsp;...|tag:google.com,2013:googlealerts/feed:12923743883576915513|https://www.cbc.ca/news/canada/british-columbia/heavy-wind-rain-fall-storm-bc-1.6998858
2023-10-17T21:59:25Z|en|flood|all|Canada, U.S., wrap up 19th round of Columbia River Treaty talks - The Free Press|While the original main elements of the treaty emphasized <b>flood</b> control and power generation, ecosystem function and habitat impacts from hydropower&nbsp;...|tag:google.com,2013:googlealerts/feed:306621779554842908|https://www.thefreepress.ca/news/canada-us-wrap-up-19th-round-of-columbia-river-treaty-talks-5934025
2023-10-17T20:50:21Z|en|flood|all|Severe summer storms in 2023 caused $340M in insured damage - BayToday.ca|The frequency and severity of <b>flooding</b> and severe storms in Ontario and across Canada continue to increase each year.|tag:google.com,2013:googlealerts/feed:3528371801163897893|https://www.baytoday.ca/local-news/severe-summer-storms-in-2023-caused-340m-in-insured-damage-7695880
2023-10-17T19:21:57Z|en|flood|all|<b>Flood</b> of felines has humane society looking for foster homes - CityNews Ottawa|The OHS said the <b>flood</b> of felines was unexpected and is creating additional strain on the humane society&#39;s resources. “The cats have a wide range of&nbsp;...|tag:google.com,2013:googlealerts/feed:2348009129298504006|https://ottawa.citynews.ca/2023/10/17/flood-of-felines-has-humane-society-looking-for-foster-homes/
2023-10-17T19:02:41Z|en|flood|all|B.C.&#39;s wettest storm of the year threatens 300 mm of rain this week - The Weather Network|Impacts include higher-than-normal water levels and localized <b>flooding</b>, especially around the Vancouver Island and South Coast burn scars. Power&nbsp;...|tag:google.com,2013:googlealerts/feed:16903587270879015446|https://www.theweathernetwork.com/en/news/weather/forecasts/british-columbias-wettest-storm-of-the-year-threatens-300-mm-of-rain-this-week
2023-10-17T18:23:47Z|en|flood|all|"Fucked Up Announce Three-Song 7-Inch &#39;Show Friends&#39; | Exclaim!"|He continued, &quot;I wanted it to have the feel of a mid-tour fever dream, replete with: anxiety, exhaustion, temporal dysplasia, and the <b>flood</b> of past&nbsp;...|tag:google.com,2013:googlealerts/feed:14068988301558215376|https://exclaim.ca/music/article/fucked_up_announce_show_friends
2023-10-17T18:02:01Z|en|flood|all|"Heavy rain deluges BC coast, bringing potential for low-lying <b>flooding</b> | Canada.Com"|Heavy rain deluges B.C.&#39;s coast, bringing potential for low-lying <b>flooding</b>. Winds gusting up to 110 kilometres per hour are expected over Haida Gwaii,&nbsp;...|tag:google.com,2013:googlealerts/feed:18425422717996954985|https://o.canada.com/news/local-news/heavy-rain-deluges-bc-coast-bringing-potential-for-low-lying-flooding
2023-10-17T17:31:42Z|en|flood|all|Heavy rain deluges B.C.&#39;s coast, bringing potential for low-lying <b>flooding</b>|... <b>flooding</b> is possible, along with potential washouts near rivers, creeks and culverts. The River Forecast Centre has issued a high streamflow&nbsp;...|tag:google.com,2013:googlealerts/feed:2320882303695177855|https://www.theglobeandmail.com/canada/british-columbia/article-heavy-rain-deluges-bcs-coast-bringing-potential-for-low-lying-flooding/
2023-10-18T05:38:44Z|fr|inondation|all|Maldives : Les lois de protection de l&#39;environnement sont contournées - Tolerance.ca|... <b>inondation</b> et d&#39;autres dommages pour les communautés insulaires. Les autorités des Maldives se sont abstenues d&#39;appliquer des consignes d&nbsp;...|tag:google.com,2013:googlealerts/feed:6525387957882379440|https://www.tolerance.ca/ArticleExt.aspx%3FID%3D541871%26L%3Dfr
2023-10-18T05:34:15Z|fr|inondation|all|De fortes pluies pourraient provoquer des <b>inondations</b> sur les côtes de la C.-B.|Environnement Canada indique également que des <b>inondations</b> localisées sont possibles, de même que des affaissements de sol près des rivières, des&nbsp;...|tag:google.com,2013:googlealerts/feed:4565976176025300568|https://ici.radio-canada.ca/nouvelle/2018983/pluie-vents-rafales-inondations-vancouver
2023-10-17T20:48:15Z|fr|inondation|all|Victime de quatre <b>inondations</b> depuis mai: le camping du Genévrier à Baie-Saint-Paul veut survivre|La région de Charlevoix a été durement touchée le 1<sup>er</sup> mai lorsque de fortes pluies qui ont notamment coûté la vie à deux pompiers. «L&#39;<b>inondation</b> du 1&nbsp;...|tag:google.com,2013:googlealerts/feed:11200919290343404568|https://www.journaldemontreal.com/2023/10/17/le-camping-du-genevrier-veut-survivre
2023-10-17T15:40:40Z|fr|inondation|all|La réserve ornithologique Inglewood se renouvelle en restaurant les habitats de la faune|... <b>inondations</b> de 2013 et les dommages causés par l&#39;utilisation humaine. Pour le refuge, c&#39;était aussi une occasion de renforcer les habitats de la&nbsp;...|tag:google.com,2013:googlealerts/feed:2641543419001213411|https://ici.radio-canada.ca/nouvelle/2018578/reserve-oiseaux-inondation-calgary-inglewood
2023-10-17T14:56:58Z|fr|inondation|all|Haïti - Crise du Canal haïtien : Une mission d&#39;information de l&#39;OEA en Rep. Dom. - HaitiLibre.com|... <b>inondation</b> qu&#39;impliquent la construction haïtienne et les caractéristiques des prises d&#39;eau dont dispose la République Dominicaine dans la rivière&nbsp;...|tag:google.com,2013:googlealerts/feed:1133564916981142386|https://www.haitilibre.com/article-40754-haiti-crise-du-canal-haitien-une-mission-d-information-de-l-oea-en-rep-dom.html
2023-10-17T14:53:36Z|fr|inondation|all|Les raisons des <b>inondations</b> du 7 octobre - Les Versants|Des rues submergées, des sous-sols dans l&#39;eau, le secteur des Promenades St-Bruno congestionné en raison d&#39;accumulations et de sorties fermées.|tag:google.com,2013:googlealerts/feed:13626372901020207659|https://www.versants.com/actualite/les-raisons-des-inondations-du-7-octobre/
2023-10-17T06:31:57Z|en|ice jam|all|"Toronto Maple Leafs mixing up goal songs after finally shelving Hall &amp; Oates | Lethbridge News Now"|But that dance <b>jam</b> was shelved by the time the Leafs hit the <b>ice</b> Saturday. A spokesman said Monday the team is aware there are concerns about a&nbsp;...|tag:google.com,2013:googlealerts/feed:16056056227311584277|https://lethbridgenewsnow.com/2023/10/16/toronto-maple-leafs-mixing-up-goal-songs-after-finally-shelving-hall-oates/
2023-10-17T19:03:27Z|fr|embacle|all|Deux médailles d&#39;argent pour l&#39;<b>Embâcle</b> soccer - EnBeauce.com|Lors de la dernière fin de semaine, quatre équipes de l&#39;<b>Embâcle</b> participaient aux championnats de soccer dans les ligues scolaires du RSEQ-QCA. L&nbsp;...|tag:google.com,2013:googlealerts/feed:4033206845360817961|https://www.enbeauce.com/actualites/sports-et-loisirs/595441/deux-medailles-dargent-pour-lembacle-soccer
2023-10-19T08:39:27Z|en|flood|all|The trees arrived with Polynesian voyagers. After Maui wildfire, there&#39;s a chance to restore them|Teams rushed to <b>flood</b> its roots with water, hoping to save a magnificent tree that had provided shade for community events, a picturesque wedding&nbsp;...|tag:google.com,2013:googlealerts/feed:10761139748876276565|https://nationalpost.com/pmn/news-pmn/the-trees-arrived-with-polynesian-voyagers-after-maui-wildfire-theres-a-chance-to-restore-them
2023-10-19T06:55:15Z|en|flood|all|Storm Babet: Cork homes <b>flooded</b> during heavy rain - Yahoo News Canada|Hundreds of properties are damaged by <b>floods</b> in the Republic of Ireland, as a rain warning for NI continues.|tag:google.com,2013:googlealerts/feed:13189481353550395122|https://ca.news.yahoo.com/storm-babet-cork-homes-flooded-063857931.html
2023-10-19T05:57:09Z|en|flood|all|<b>Flood</b> watches and rainfall warnings in effect for much of Vancouver Island - CHEK News|Environment Canada is warning residents of heavy rainfall and possible <b>flooding</b> for parts of Vancouver Island Wednesday.|tag:google.com,2013:googlealerts/feed:18271179335950273058|https://www.cheknews.ca/rainfall-warnings-still-in-effect-for-much-of-vancouver-island-1173628/
2023-10-19T04:13:13Z|en|flood|all|Europe looking to fight <b>flood</b> of Chinese EVs - Hürriyet Daily News|LONDON. Europe looking to fight <b>flood</b> of Chinese EVs. When Laima Springe-Janssen was looking to replace her French-made gasoline-powered SUV with an&nbsp;...|tag:google.com,2013:googlealerts/feed:3357196062281597231|https://www.hurriyetdailynews.com/europe-looking-to-fight-flood-of-chinese-evs-187145
2023-10-19T03:59:36Z|en|flood|all|B.C. weather: Streamflow advisories issued - CityNews Vancouver|A high streamflow advisory means that river levels are rising or are expected to rise rapidly, but major <b>flooding</b> is not expected. Additionally, <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:10552279057217255582|https://vancouver.citynews.ca/2023/10/18/bc-high-streamflow-advisories/
2023-10-19T03:51:35Z|en|flood|all|Zions Bancorp misses profit estimates on lower interest income - Yahoo Finance|Sikkim India <b>floods</b>: &#39;I was holding mum&#39;s hand but <b>flood</b> water killed her&#39;. 2 minutes ago. The Canadian Press. Scherzer roughed up by Astros in&nbsp;...|tag:google.com,2013:googlealerts/feed:13055696954303268276|https://ca.finance.yahoo.com/news/zions-bancorp-misses-profit-estimates-214403354.html
2023-10-19T00:28:42Z|en|flood|all|<b>Flood</b> watches and rainfall warnings in effect for much of Vancouver Island|"<b>Flood</b> watches and rainfall warnings in effect for much of Vancouver Island. October 18, 2023. Watch | <b>Flood</b> watches and rainfall warnings in&nbsp;..."|tag:google.com,2013:googlealerts/feed:11557837278127039456|https://www.cheknews.ca/videos/6530761337fdf20001feb9b8/flood-watches-and-rainfall-warnings-in-effect-for-much-of-vancouver-island
2023-10-19T00:00:22Z|en|flood|all|"Edmonton woman grieves 60 family members killed in Libyan <b>floods</b> | CBC.ca"|Asya El Shaikh, her husband and young daughter at her side, shares the devastating impact Mediterranean storm Daniel had on her family,&nbsp;...|tag:google.com,2013:googlealerts/feed:5828422105083608247|https://www.cbc.ca/player/play/2272639555643
